,ndcItem,ndc9,ndc10,rxcui,splSetIdItem
2955,69584068410,69584-684,69584-684-10,198150,439096a4-c5d5-4ad8-be9c-238973a3e290
2957,69584068510,69584-685,69584-685-10,96304,439096a4-c5d5-4ad8-be9c-238973a3e290
2959,00168032346,0168-0323,0168-0323-46,311678,43ed872b-63ac-4a22-9c9e-cc0e05bcc41e
2960,17478090210,17478-902,17478-902-10,1736470,440d22e7-c269-4f34-abee-03a37093b2ae
2961,17478090390,17478-903,17478-903-90,200349,440d22e7-c269-4f34-abee-03a37093b2ae
2962,66975035430,66975-354,66975-354-30,1541816,4429a22e-2e3e-4519-b0a3-c1d86a62aba2
2963,63187096715,63187-967,63187-967-15,197805,444b2ea0-ec42-4bcf-b8d2-38b4b297ada0
2970,71205038000,71205-380,71205-380-00,476576,444cd2c4-836d-40d5-a307-d719fe83e763
2972,66267057030,66267-570,66267-570-30,314077,44559247-918a-0de2-e054-00144ff8d46c
2974,66267057730,66267-577,66267-577-30,314076,44571f77-6b6c-3885-e054-00144ff88e88
2977,66267058330,66267-583,66267-583-30,197884,4457c3e6-a39d-4aae-e054-00144ff88e88
2980,71205059630,71205-596,71205-596-30,197361,445d1274-7249-476b-ad90-ff93aee56f6d
2983,71288010805,71288-108,71288-108-05,1731355,446f6765-5375-6368-4755-4944574f5721
2985,61314001601,61314-016,61314-016-01,1191013,447a2a64-0507-4fe8-bb44-cc36c3916151
2987,72572001401,72572-014,72572-014-01,2123111,447e4644-1a9d-482c-94d2-a4c18a6f78f8
2988,52000002037,52000-020,52000-020-37,282805,4481b268-8e92-4dab-a376-98db8b360a7c
2990,69842073596,69842-735,69842-735-96,1020477,44b202f1-0390-41bb-8dff-9bfca5829774
2991,68987001415,68987-014,68987-014-15,245593,44b91f76-1b7a-40fc-9c80-e1c915b3d2ca
2992,24470092112,24470-921,24470-921-12,197719,44be0ad9-6b17-2f2e-e054-00144ff88e88
2993,65923053218,65923-532,65923-532-18,1089831,44ecf959-cc07-4adc-a500-075b2ee69548
2995,68462063729,68462-637,68462-637-29,751553,44fbc5ae-5682-471f-a12a-955e8b4d233a
2996,55154355400,55154-3554,55154-3554-0,197797,45132fa1-6697-41ae-8ab1-ab40161e215b
2997,36800066000,36800-660,36800-660-00,197803,45255d2f-c592-4750-abb5-21647d4fbd51
3000,51862051001,51862-510,51862-510-01,748865,45293c33-9f32-46c8-a8ec-07a0fb8b7c4f
3002,62332025203,62332-252,62332-252-03,749780,45410338-6bff-476b-b8e1-6c6238205a99
3005,69509000330,69509-003,69509-003-30,238910,45422b0f-f1ac-4bec-851a-c1394bc52fcc
3006,71347010430,71347-104,71347-104-30,238910,4545ab53-aa2d-41c4-9395-50bb64c19663
3007,55154683500,55154-6835,55154-6835-0,197805,45477ea2-09eb-4d9c-971e-bc1349132e1f
3008,24208027715,24208-277,24208-277-15,750139,454f337e-d897-46de-ab05-1c543a33061c
3011,60219142003,60219-1420,60219-1420-3,809477,455c98be-aa01-4393-915f-34d1859005c0
3013,60219142103,60219-1421,60219-1421-3,826612,455c98be-aa01-4393-915f-34d1859005c0
3015,35000010211,35000-102,35000-102-11,1046593,455e589e-7a13-4847-b194-568ba43a4e86
3016,39328002515,39328-025,39328-025-15,1366789,456d41fe-8449-4980-9291-d7a3b65a900d
3018,71205065230,71205-652,71205-652-30,308048,4579facb-b225-4108-a5ef-dada926ef7cf
3021,69798000201,69798-002,69798-002-01,1726830,4581586b-14f3-48f2-a624-3e69a3089e81
3022,63187008210,63187-082,63187-082-10,311486,459bd9c0-1102-46d3-8020-5fec80d1ec36
3029,63187008310,63187-083,63187-083-10,152695,459bd9c0-1102-46d3-8020-5fec80d1ec36
3036,17478062512,17478-625,17478-625-12,314072,45a335f1-363a-46f8-951c-55e4ae6e7267
3037,24208081205,24208-812,24208-812-05,1923429,45ac65b3-19f7-4f33-aebf-cadd3daa4bf1
3039,24208081305,24208-813,24208-813-05,1923431,45ac65b3-19f7-4f33-aebf-cadd3daa4bf1
3045,63187070500,63187-705,63187-705-00,1190201,45c3c2a1-6a89-471e-b6d4-5a4cd73b987a
3050,50090468900,50090-4689,50090-4689-0,309092,45cc1406-ec16-4578-83f3-5936a29bdb44
3051,71205085300,71205-853,71205-853-00,197397,45d9b32a-3198-49d5-addf-f077fec50b9c
3059,60687052479,60687-524,60687-524-79,351109,45e5f304-1177-42a2-91c9-3ed1a9c9f8e6
3061,45334020508,45334-205,45334-205-08,1874000,45e85a58-b21f-2ac7-e054-00144ff88e88
3062,55289019601,55289-196,55289-196-01,198241,45ef5e9c-f381-48d3-895d-e1d29be856ac
3068,37808001527,37808-015,37808-015-27,1148419,460802cc-c1b9-41cb-afe3-ca4078175efb
3070,45802056201,45802-562,45802-562-01,309333,461ab478-3cf6-4e9b-ba7d-0331b379cacf
3072,50268006911,50268-069,50268-069-11,849389,461e6444-189e-62ed-6c61-1c36a04459c6
3074,45963043963,45963-439,45963-439-63,391937,461ec39f-eeb4-4460-9b5c-62367d47162b
3078,70721000630,70721-006,70721-006-30,238910,462a5f09-131f-4dfa-a502-547c44e4a4a5
3079,00363017711,0363-0177,0363-0177-11,1112231,462a7e41-b899-4e08-8113-b48ece0ad8d8
3086,59316011620,59316-116,59316-116-20,1794892,4639201c-a67a-475f-8df6-3dc6225803ad
3088,55289032810,55289-328,55289-328-10,834022,463cb005-7ba6-4f8c-835d-ba8f1714a6e1
3093,59779002272,59779-022,59779-022-72,197505,464b1dec-3220-471c-b067-a06a87fb8cae
3095,00713035102,0713-0351,0713-0351-02,2102949,4687b9f5-2d67-4fe0-af4d-2415a42b5292
3098,43063097801,43063-978,43063-978-01,315183,46ae6d32-1f48-463c-ad52-8cac1a57c5e5
3099,71205063210,71205-632,71205-632-10,197397,46b4f05c-9261-42fc-a016-c99eebab5646
3106,67091005128,67091-051,67091-051-28,103951,46b58c71-d62e-4b3d-b2ec-65407032eeea
3107,55289076520,55289-765,55289-765-20,310273,46b5dc53-802a-42c6-bb6d-370b32f74457
3109,71205090800,71205-908,71205-908-00,197863,46d12bd0-ec7d-4e2c-aeed-b8aa88e6dc5c
3115,66267081602,66267-816,66267-816-02,198335,46dc8f62-e700-50e3-e054-00144ff8d46c
3118,72205006078,72205-060,72205-060-78,1115698,46dda802-32b8-4608-8eae-97e2cfc57472
3119,66267091906,66267-919,66267-919-06,309309,46dedf2c-26de-0f46-e054-00144ff88e88
3124,71205093330,71205-933,71205-933-30,477367,46ecfaf3-bd9a-40cc-95dc-ff8ef43a8518
3127,71205093430,71205-934,71205-934-30,477372,46ecfaf3-bd9a-40cc-95dc-ff8ef43a8518
3130,16864011001,16864-110,16864-110-01,705934,470d8424-21b8-48e5-8f33-e8baf65c2fb0
3131,43498020110,43498-201,43498-201-10,583459,47142a7d-3095-4ea6-b977-80e9f2cc8958
3132,00310028039,0310-0280,0310-0280-39,853202,473a3ac4-67f4-4782-baa9-7f9bdd8761f4
3134,00310028160,0310-0281,0310-0281-60,895671,473a3ac4-67f4-4782-baa9-7f9bdd8761f4
3135,00310028239,0310-0282,0310-0282-39,721793,473a3ac4-67f4-4782-baa9-7f9bdd8761f4
3137,00310028339,0310-0283,0310-0283-39,721795,473a3ac4-67f4-4782-baa9-7f9bdd8761f4
3139,00310028439,0310-0284,0310-0284-39,721797,473a3ac4-67f4-4782-baa9-7f9bdd8761f4
3141,00310029792,0310-0297,0310-0297-92,1648647,473a3ac4-67f4-4782-baa9-7f9bdd8761f4
3142,69745001215,69745-012,69745-012-15,245593,4747bd31-8e34-4a31-b4dc-91d975ec1ed6
3143,50436099901,50436-0999,50436-0999-1,310273,4748eb92-efeb-48ae-967c-605ce7cff11f
3144,71779011502,71779-115,71779-115-02,2058520,47547f93-489c-4298-aeea-d6a37ca6cb1d
3146,71779012502,71779-125,71779-125-02,2058525,47547f93-489c-4298-aeea-d6a37ca6cb1d
3148,00093356019,0093-3560,0093-3560-19,800915,475a06c6-f295-406c-a110-f1497cf51566
3150,65219005209,65219-052,65219-052-09,1928567,475f5cd7-45bd-412a-b419-9962585d6cda
3152,65219005409,65219-054,65219-054-09,1928569,475f5cd7-45bd-412a-b419-9962585d6cda
3154,65219005609,65219-056,65219-056-09,1928570,475f5cd7-45bd-412a-b419-9962585d6cda
3158,69745006630,69745-066,69745-066-30,238910,476329f3-f521-46ed-ba3d-e62abcd3aa47
3159,61703015005,61703-150,61703-150-05,597195,47677091-fd20-49af-933c-c9dd2be21de9
3160,61703026205,61703-262,61703-262-05,597195,47677091-fd20-49af-933c-c9dd2be21de9
3161,61703036018,61703-360,61703-360-18,597195,47677091-fd20-49af-933c-c9dd2be21de9
3162,61703060005,61703-600,61703-600-05,597195,47677091-fd20-49af-933c-c9dd2be21de9
3163,50633091020,50633-910,50633-910-20,1086474,47762f8f-30e2-445d-aaa1-e04479f8dd5b
3164,53002589201,53002-5892,53002-5892-1,197397,477de03a-4439-42a3-9156-e440f1ab4421
3168,62756054531,62756-545,62756-545-31,997420,47826458-4f7f-486b-aec4-ae48c3f94f5e
3169,41250077534,41250-775,41250-775-34,865105,479098eb-5a21-4c1b-b3fc-4aafbee3fda4
3170,50268057011,50268-570,50268-570-11,260218,4790bbe9-d753-1067-02ee-9536011650d9
3172,50268057111,50268-571,50268-571-11,205324,4790bbe9-d753-1067-02ee-9536011650d9
3174,00264780009,0264-7800,0264-7800-09,1807639,47a0313f-36df-4fa6-a828-c9e1946ba9b0
3176,36800061940,36800-619,36800-619-40,891710,47e54eee-70e0-4bfa-ae77-d61a6560a9e1
3178,63629227001,63629-2270,63629-2270-1,861156,47f292df-e00d-43a0-ae43-f34e7a864f03
3179,71205016306,71205-163,71205-163-06,1094104,47f48f72-e521-4524-b8fd-4978ff85d81e
3182,63824002302,63824-023,63824-023-02,891297,47f5323c-ee3a-400d-b133-31d9c286fafd
3190,00363011424,0363-0114,0363-0114-24,1297288,481385dd-1803-48e5-a80e-ecbd92669862
3191,68083038001,68083-380,68083-380-01,252931,4839e842-511e-4c72-9153-2b7e4e1954e2
3192,11822008405,11822-0084,11822-0084-5,1299021,483c3bb7-529e-4684-80e1-6646b050988e
3194,73057036308,73057-363,73057-363-08,312935,485129a0-8340-4f61-be51-5abff5032b8d
3196,36800047500,36800-475,36800-475-00,1014673,48555c1f-8c2a-4ab2-9af3-d2488ca509e4
3198,50227100403,50227-1004,50227-1004-3,238910,4860dc44-6811-4db5-aeda-05fac830b188
3199,68788763401,68788-7634,68788-7634-1,830861,4862bef0-115e-499f-8dfd-78f6da0a6839
3204,00378363501,0378-3635,0378-3635-01,1014676,487ae0f0-320c-4534-b9e2-0e215f167cea
3206,00378363701,0378-3637,0378-3637-01,1014678,487ae0f0-320c-4534-b9e2-0e215f167cea
3210,55154267502,55154-2675,55154-2675-2,198377,48865fd6-8837-447d-90ab-62e87e46d132
3211,71205009000,71205-090,71205-090-00,197770,48b4d633-ecfa-4748-80e8-6c0e3d8b067e
3218,68071194703,68071-1947,68071-1947-3,979464,48c239dd-58e0-6ad5-e054-00144ff8d46c
3219,72789002601,72789-026,72789-026-01,979092,48cd0e7c-6591-496b-9c80-54f7581e74ae
3220,57894015512,57894-155,57894-155-12,1100075,48ce18c7-5311-40cb-8903-104eb89b32e8
3221,70069061601,70069-616,70069-616-01,238212,48cfbd5a-b133-4720-9bd7-65296064ea3c
3223,71335016901,71335-0169,71335-0169-1,617312,48ee52ca-7602-4d55-a111-94813cf761ba
3227,71335071105,71335-0711,71335-0711-5,863669,48f57acf-24de-4415-8c42-f8c326091704
3228,68788728501,68788-7285,68788-7285-1,312122,4906659d-6beb-43ac-bdc1-14ce7d69e420
3229,68987001015,68987-010,68987-010-15,245593,492a4a5b-a94d-4928-b0dd-976bb909c476
3230,65219002920,65219-029,65219-029-20,1660004,493410f3-0733-4f76-8050-6529d96f2a5b
3231,21130007826,21130-078,21130-078-26,204691,4947cf4d-3ebd-4b66-9582-f141407aa300
3232,53002203400,53002-2034,53002-2034-0,628953,495e8de7-41c1-40fc-8af5-3c5480716119
3234,69842045701,69842-457,69842-457-01,562600,498f94cf-90fe-455b-97ba-c44d7f898411
3235,66923030008,66923-300,66923-300-08,313029,49978130-5004-476f-9b2b-a095f8906c67
3237,71205086300,71205-863,71205-863-00,351256,49b9759a-c1b9-4ebe-874b-81fb82a42755
3245,71205086400,71205-864,71205-864-00,351257,49b9759a-c1b9-4ebe-874b-81fb82a42755
3253,21749070000,21749-700,21749-700-00,582753,49bce138-8be2-4bf4-9eeb-f354308cd594
3285,68152010100,68152-101,68152-101-00,1113386,49be5b16-dab5-4a95-b202-bfb13d730d83
3290,24794010216,24794-102,24794-102-16,245593,49ca4fc7-6f1a-47e7-9d0c-d015c9a3c202
3291,70000002401,70000-0024,70000-0024-1,204691,49e3a40a-b717-43f6-abed-473d7ed03c2e
3292,71205051130,71205-511,71205-511-30,197984,49e65b60-ffc9-4ccd-9aec-29a462358d27
3295,70756061125,70756-611,70756-611-25,1116294,49fc67d1-3b30-456b-951c-ca7f703432ab
3297,65597070118,65597-701,65597-701-18,284421,4a06d3b2-7229-4398-baba-5d0a72f63821
3299,65597090230,65597-902,65597-902-30,866907,4a06d3b2-7229-4398-baba-5d0a72f63821
3300,25021017966,25021-179,25021-179-66,1996246,4a0ad110-e55e-4d3b-84f8-dd0b924fe2f6
3302,71205019128,71205-191,71205-191-28,749784,4a159dcd-8af4-4e59-8f46-7b0fe5c22807
3303,63629472801,63629-4728,63629-4728-1,309362,4a22874a-ae21-4da8-b1c5-6732e9b00825
3305,00116407501,0116-4075,0116-4075-01,834127,4a2bd280-918d-0e26-e054-00144ff88e88
3306,50090183900,50090-1839,50090-1839-0,238920,4a2fc75a-70d3-4c42-8001-19ac91b3d0eb
3307,69306031120,69306-311,69306-311-20,351254,4a558a2f-f9be-40d1-8d02-dd0c8c501ef6
3311,71205064412,71205-644,71205-644-12,314209,4a5b43f6-a5ea-4d6f-941f-3c19f242c896
3312,68083049525,68083-495,68083-495-25,1116294,4a66e6c1-6d01-46fa-a2da-566fbf6e11a4
3313,81522095828,81522-958,81522-958-28,1373045,4a67d436-e259-4603-a0db-a5d0a207387c
3314,00904679104,0904-6791,0904-6791-04,260218,4a7ab52b-db31-4774-a06a-b11f2bb60662
3315,00904679204,0904-6792,0904-6792-04,205324,4a7ab52b-db31-4774-a06a-b11f2bb60662
3316,59316000210,59316-002,59316-002-10,2001133,4a885eef-0364-4655-bccc-7158c76cc5b2
3317,21749035910,21749-359,21749-359-10,1038558,4a8862cd-682f-4419-8f0c-794bae243e65
3324,76328022301,76328-223,76328-223-01,1110802,4a95c8c1-db7c-4791-ac58-3eac216a0126
3326,00404003730,0404-0037,0404-0037-30,1053444,4aa6eec8-394a-4ecb-8173-66561fd64913
3327,71205053506,71205-535,71205-535-06,310273,4adb4864-04ac-4cb1-96c2-6196a30ac640
3332,66267097105,66267-971,66267-971-05,310467,4add8f7b-48f0-6b6a-e054-00144ff88e88
3333,55154587600,55154-5876,55154-5876-0,896762,4adf69c1-dffe-46a5-b886-27f86788b06c
3334,55154687700,55154-6877,55154-6877-0,896758,4adf69c1-dffe-46a5-b886-27f86788b06c
3335,42291085201,42291-852,42291-852-01,1087365,4ae612d7-e6f0-b4c0-3be0-c60a4195b7f3
3336,21922000101,21922-001,21922-001-01,310364,4b1f775e-a7ad-4151-975e-6026296b5cea
3337,00703066601,0703-0666,0703-0666-01,349407,4b2ce4aa-4302-49db-9456-c8cf0e034968
3338,00703067601,0703-0676,0703-0676-01,349409,4b2ce4aa-4302-49db-9456-c8cf0e034968
3339,00703068601,0703-0686,0703-0686-01,349410,4b2ce4aa-4302-49db-9456-c8cf0e034968
3340,00703069601,0703-0696,0703-0696-01,349408,4b2ce4aa-4302-49db-9456-c8cf0e034968
3341,68071102602,68071-1026,68071-1026-2,898719,4b822870-e366-62d1-e054-00144ff88e88
3345,69546020102,69546-201,69546-201-02,416212,4b833d7a-f957-4e65-be5b-177149314958
3346,00065064305,0065-0643,0065-0643-05,207846,4b8716c4-0ffd-49aa-9006-a3bf5b6d19a6
3347,16103038708,16103-387,16103-387-08,995632,4bac2765-045c-405e-8006-8c5cfdfa89bc
3349,55910083143,55910-831,55910-831-43,705909,4bae831d-caba-40c9-bdb5-2611eac35dd5
3350,71713030201,71713-302,71713-302-01,606726,4be5ca83-f8cb-4688-9ffa-06cfd18c02e7
3351,00363007564,0363-0075,0363-0075-64,1648110,4bf2dbef-67e8-4e99-be31-f9b838cd06b9
3352,56136004401,56136-044,56136-044-01,581662,4c3f906a-a32a-4960-8459-cd02019801f5
3353,68001036103,68001-361,68001-361-03,200224,4c411d3e-47b6-481b-b846-419ed4cbb947
3356,53002304201,53002-3042,53002-3042-1,197943,4c5c30cc-ce6e-4711-9a32-54ac67a7a660
3360,59316011410,59316-114,59316-114-10,1489074,4c798b06-6ee5-41d1-8a14-f6889512ade3
3363,50090601700,50090-6017,50090-6017-0,310672,4c7cea51-f0fa-4fa1-8f7f-9f04f246d077
3364,50980020712,50980-207,50980-207-12,1020365,4ca21370-1ecf-42c6-9c32-79cf994c336b
3365,71335076101,71335-0761,71335-0761-1,308048,4cac1943-ff5e-4690-8677-bd4e0d0fc994
3366,00113185527,0113-1855,0113-1855-27,308297,4cae0580-7ee3-4f38-8d13-79c7d7615f8f
3367,42756111007,42756-1110,42756-1110-7,347669,4cd28776-9c66-4b8d-a073-88235de070bc
3368,71839010701,71839-107,71839-107-01,403920,4cdf4099-db58-43b8-9fbc-afd997ccfa4b
3369,45802005611,45802-056,45802-056-11,197735,4cfbe37e-11d6-46fc-b287-0561387b17b7
3371,53002236603,53002-2366,53002-2366-3,313583,4d02b6ce-8a0c-411b-853f-ef78f4bbef7d
3373,00591352511,0591-3525,0591-3525-11,1009464,4d04052c-3e0a-469a-9265-99604f13e507
3378,60687053701,60687-537,60687-537-01,861424,4d0b1fcb-0036-4596-8ec2-3afd795c20e8
3380,68083049601,68083-496,68083-496-01,1727569,4d1ed6b2-c410-4f52-9b8a-aa256c37089e
3382,68083049701,68083-497,68083-497-01,282486,4d1ed6b2-c410-4f52-9b8a-aa256c37089e
3384,00615842639,0615-8426,0615-8426-39,856457,4d24ea79-ba56-44f4-b1a6-e27235176c4a
3385,00527142535,0527-1425,0527-1425-35,892625,4d425667-006b-446d-832c-63040509ad59
3387,00527190635,0527-1906,0527-1906-35,892625,4d425667-006b-446d-832c-63040509ad59
3391,61787051604,61787-516,61787-516-04,1094131,4d5e317f-0e32-4cdc-b56e-b792efa972f5
3392,56062098726,56062-987,56062-987-26,1090463,4d5f93c1-7752-4948-ba58-c4385cfc24c8
3393,71205098900,71205-989,71205-989-00,866144,4d60ac59-9cd4-43b7-9937-8a517eea25eb
3403,71335047801,71335-0478,71335-0478-1,858810,4d67c5a4-efb8-4543-96f3-ea9ffc940c51
3407,71610064853,71610-648,71610-648-53,978006,4d69532c-c71a-4880-9f74-4b37d912cabd
3409,56136016401,56136-164,56136-164-01,902574,4d7c4eaa-cd73-4bd2-b92e-78df762cc6a9
3410,36800091501,36800-915,36800-915-01,402014,4d98665d-38db-4c08-8406-cc0e45f7ab7c
3418,00904698640,0904-6986,0904-6986-40,636522,4d98920b-caf7-42d9-bd08-859d27b6d76a
3419,68308070645,68308-706,68308-706-45,313852,4da485b2-efe1-47e4-a831-0e4589c746b3
3420,49035085512,49035-855,49035-855-12,1043619,4da4ecf6-038e-4a64-83f7-c29d70e83174
3421,55700024430,55700-244,55700-244-30,197904,4dc785ef-611d-4808-ac4e-cc21dac09ac2
3423,68788756201,68788-7562,68788-7562-1,197392,4dd1520b-8879-431f-8b10-e1fb14f2962a
3428,51316099318,51316-993,51316-993-18,1305603,4dee850b-b170-4ef9-ae02-3db9bfa05abe
3430,00924015001,0924-0150,0924-0150-01,359751,4e02223d-f34b-333e-e054-00144ff8d46c
3432,52376002102,52376-021,52376-021-02,1437966,4e137308-6a21-4bf9-802f-23ff78ee6797
3434,63187091128,63187-911,63187-911-28,753481,4e1927bd-378d-45dc-8b18-3dd57ccd2cb6
3435,68987000130,68987-001,68987-001-30,238910,4e68a4b9-a08c-4360-92b7-53d0f9df092d
3436,71225013001,71225-130,71225-130-01,1421461,4e74f9be-f3e9-4e99-a082-6bcd24243b97
3438,50090590000,50090-5900,50090-5900-0,828348,4e763352-beb4-48d3-a08f-10edf01abc4a
3439,50383026161,50383-261,50383-261-61,1922783,4e90c721-21e8-46ea-ab49-19f535bf7202
3441,13668057710,13668-577,13668-577-10,992668,4ea80885-b078-4661-a057-e6ac1f3269a9
3442,55700029514,55700-295,55700-295-14,1648759,4eae95ce-2412-48b1-a921-ca677277926b
3444,73057037904,73057-379,73057-379-04,359601,4eafa81a-aeee-4c97-85d6-594902b10919
3445,63187077415,63187-774,63187-774-15,203088,4f08caf2-a57c-4146-9289-532711bbdbcd
3448,55700045230,55700-452,55700-452-30,313988,4f17f353-d754-473c-8508-a5025a99df73
3450,63629200201,63629-2002,63629-2002-1,1436940,4f1a8369-cb6d-47fc-a9a6-5f80533e43ee
3452,00168026730,0168-0267,0168-0267-30,240209,4f411e41-00dc-47cf-8517-3ff5876e1bf5
3456,68071326502,68071-3265,68071-3265-2,349332,4f434cbc-318b-6554-e054-00144ff88e88
3459,68071323602,68071-3236,68071-3236-2,199885,4f43c350-542b-0c17-e054-00144ff8d46c
3461,00904702061,0904-7020,0904-7020-61,312593,4f55f4db-dab3-4e50-9f71-5595fd3ccc12
3462,00904702161,0904-7021,0904-7021-61,312594,4f55f4db-dab3-4e50-9f71-5595fd3ccc12
3463,00904702261,0904-7022,0904-7022-61,198141,4f55f4db-dab3-4e50-9f71-5595fd3ccc12
3464,43063020230,43063-202,43063-202-30,198429,4f7c068e-f499-436b-a533-15e5bf6cfbd2
3467,49884028901,49884-289,49884-289-01,197918,4f94daf8-ceb9-4577-ab71-8b7e3db7ff8e
3469,49884029001,49884-290,49884-290-01,311485,4f94daf8-ceb9-4577-ab71-8b7e3db7ff8e
3475,16714002701,16714-027,16714-027-01,1726319,4f98e9ed-f7b1-5346-af72-fccb0abf3f4b
3476,16714013101,16714-131,16714-131-01,1726324,4f98e9ed-f7b1-5346-af72-fccb0abf3f4b
3477,53002337201,53002-3372,53002-3372-1,197805,4f9fec6b-ffbc-48ea-a526-2f1f37de8bb7
3480,58988117001,58988-1170,58988-1170-1,1673566,4fa99b96-ab4b-4523-82bc-343dbaf39fb6
3481,53002450100,53002-4501,53002-4501-0,855671,4fb35f26-1cbd-4fc2-867d-78bf95832f86
3483,52817020000,52817-200,52817-200-00,197303,4fcd428a-7bf3-4e75-a834-1bdf1078107f
3485,52817020100,52817-201,52817-201-00,197304,4fcd428a-7bf3-4e75-a834-1bdf1078107f
3487,63187069310,63187-693,63187-693-10,312087,4feb4b89-2d2f-4a9c-a4f4-5ae3e26281b6
3491,67877021901,67877-219,67877-219-01,309114,4fec8daf-6e09-4153-926f-64709dbdd26c
3498,67877022001,67877-220,67877-220-01,309112,4fec8daf-6e09-4153-926f-64709dbdd26c
3505,67877025401,67877-254,67877-254-01,645617,4fec8daf-6e09-4153-926f-64709dbdd26c
3510,67877025501,67877-255,67877-255-01,637173,4fec8daf-6e09-4153-926f-64709dbdd26c
3515,00075062001,0075-0620,0075-0620-01,854236,5017a927-2a24-4f27-89f9-27c805bf7d59
3518,00075062101,0075-0621,0075-0621-01,854239,5017a927-2a24-4f27-89f9-27c805bf7d59
3521,00075062201,0075-0622,0075-0622-01,854242,5017a927-2a24-4f27-89f9-27c805bf7d59
3524,00075062300,0075-0623,0075-0623-00,854249,5017a927-2a24-4f27-89f9-27c805bf7d59
3527,00075062401,0075-0624,0075-0624-01,854232,5017a927-2a24-4f27-89f9-27c805bf7d59
3530,00075062603,0075-0626,0075-0626-03,854256,5017a927-2a24-4f27-89f9-27c805bf7d59
3532,00075291200,0075-2912,0075-2912-00,854247,5017a927-2a24-4f27-89f9-27c805bf7d59
3536,00075291500,0075-2915,0075-2915-00,854253,5017a927-2a24-4f27-89f9-27c805bf7d59
3539,59640004703,59640-047,59640-047-03,402014,501d80c0-68ee-4fd9-bc56-0b214dbf72b5
3540,57893031112,57893-311,57893-311-12,1923326,50212234-8595-0ac7-e054-00144ff8d46c
3541,71440000108,71440-001,71440-001-08,209884,503599c1-dff7-0847-e054-00144ff88e88
3542,54766090753,54766-907,54766-907-53,1430128,50361fc8-8fba-1c45-e054-00144ff88e88
3543,63629222901,63629-2229,63629-2229-1,207362,5037686f-22d0-4710-ade4-559af97dc1b4
3544,42582080111,42582-801,42582-801-11,1494169,504e6349-81ef-44a9-8fb6-ec1c4d1c32e8
3545,11673001135,11673-011,11673-011-35,209884,5052e965-da35-49de-b5c5-eda074365176
3547,71068000100,71068-001,71068-001-00,2106362,509338f4-a1b3-4c10-a3cb-7fb03fd01f12
3550,63187065430,63187-654,63187-654-30,314200,50a278de-bd16-417c-a741-81bfe0d745f2
3553,60687065611,60687-656,60687-656-11,311353,50ae0dfe-d961-4bc0-9898-71f69f9a5403
3555,60687066701,60687-667,60687-667-01,311354,50ae0dfe-d961-4bc0-9898-71f69f9a5403
3557,60687067801,60687-678,60687-678-01,197884,50ae0dfe-d961-4bc0-9898-71f69f9a5403
3559,50742065701,50742-657,50742-657-01,1359126,50c786d6-91bd-4eea-9455-ff2abc08372f
3567,50742065801,50742-658,50742-658-01,1359123,50c786d6-91bd-4eea-9455-ff2abc08372f
3575,53002471001,53002-4710,53002-4710-1,728113,50f4ad66-0ca6-4003-ab6e-3a521cf36b3f
3576,55700024930,55700-249,55700-249-30,314111,511f4104-c50e-4d1d-bab2-acf23f37e195
3577,50222020310,50222-203,50222-203-10,284521,51218de3-dabc-4972-9c5b-750c8b1d8083
3580,50222021110,50222-211,50222-211-10,284520,51218de3-dabc-4972-9c5b-750c8b1d8083
3583,41190083143,41190-831,41190-831-43,705909,51285b14-2751-4c72-ac09-72357c58c289
3584,51672130503,51672-1305,51672-1305-3,151030,5128842b-99e7-4517-b595-2f3b9cdce086
